# Creator: HallBarExt-DC-Praktikum (version 1.2.1)
# Temperature (K): 110.1
# ----------------------------------------
# Current[mA]	Uxx[mV]
0.100000	14.962893
0.050000	7.727912
0.000000	0.520489
-0.050000	-6.198800
-0.100000	-13.389499
