# Creator: HallBarExt-DC-Praktikum (version 1.2.1)
# Temperature (K): 270.3
# ----------------------------------------
# Current[mA]	Uxx[mV]
0.100000	42.395172
0.050000	21.836952
0.000000	1.163215
-0.050000	-18.103127
-0.100000	-38.916902
